Soil_Type;Soil_pH;Soil_Moisture;Organic_Carbon;Electrical_Conductivity;Nitrogen_Level;Phosphorus_Level;Potassium_Level;Temperature;Humidity;Rainfall;Crop_Type;Crop_Growth_Stage;Season;Irrigation_Type;Previous_Crop;Region;Fertilizer_Used_Last_Season;Yield_Last_Season;Recommended_Fertilizer
Clay;528;2066;98;34;61;23;93;1059;8367;36649;Wheat;Vegetative;Rabi;Canal;Wheat;South;20341;766;DAP
Clay;516;5337;46;36;84;13;110;3231;8171;47784;Rice;Sowing;Kharif;Rainfed;Tomato;Central;11598;187;DAP
Clay;761;3994;126;58;155;55;35;1183;8797;285451;Maize;Harvest;Rabi;Canal;Potato;Central;24396;62;MOP
Clay;542;4818;88;16;133;42;92;395;4635;212864;Maize;Flowering;Zaid;Drip;Cotton;East;29712;378;Compost
Loamy;661;5784;5;87;120;46;103;2842;5967;234007;Rice;Sowing;Zaid;Drip;Sugarcane;West;29345;544;NPK
Silt;631;422;101;99;80;39;107;1546;3486;253209;Potato;Flowering;Zaid;Rainfed;Tomato;West;7963;32;DAP
Sandy;682;5913;143;299;29;87;44;2405;6546;34903;Wheat;Flowering;Zaid;Drip;Cotton;East;25283;184;Urea
Sandy;801;2559;31;298;26;36;37;348;7394;220989;Cotton;Harvest;Zaid;Canal;Maize;North;21189;757;Urea
Loamy;797;1931;34;64;54;22;108;154;4428;119904;Wheat;Harvest;Zaid;Drip;Potato;North;23911;457;Urea
Silt;63;3017;13;72;110;80;107;261;4018;24904;Potato;Harvest;Zaid;Drip;Cotton;West;14545;31;Urea
Clay;456;3354;34;153;61;47;25;1011;6837;128553;Tomato;Harvest;Rabi;Canal;Wheat;North;13691;537;MOP
Loamy;621;5477;25;53;107;61;57;3365;5359;234932;Rice;Vegetative;Kharif;Rainfed;Maize;East;15848;281;NPK
Silt;692;380;65;156;48;82;105;1584;5559;272361;Sugarcane;Harvest;Zaid;Canal;Rice;North;29924;128;Urea
Clay;673;2461;81;126;57;75;90;2162;5827;115001;Sugarcane;Flowering;Rabi;Rainfed;Sugarcane;West;9065;656;Urea
Loamy;711;4713;94;104;21;49;97;2591;6069;151422;Rice;Harvest;Rabi;Rainfed;Wheat;Central;27977;797;Urea
Silt;512;3529;86;249;44;47;78;1435;4173;170479;Rice;Vegetative;Kharif;Rainfed;Sugarcane;West;18455;77;Urea
Sandy;709;1811;139;25;57;50;85;378;6466;212596;Cotton;Flowering;Rabi;Drip;Wheat;Central;2148;716;Urea
Sandy;523;3884;12;296;78;14;31;2406;3415;256349;Maize;Vegetative;Zaid;Sprinkler;Potato;West;7204;623;DAP
Silt;75;5557;148;75;125;73;21;1695;3681;78909;Tomato;Flowering;Kharif;Canal;Potato;North;25703;213;MOP
Sandy;586;5213;82;268;26;65;102;3205;7269;284779;Potato;Sowing;Kharif;Drip;Rice;North;7237;209;Urea
Silt;734;3934;31;166;127;58;67;3683;7389;239963;Cotton;Flowering;Kharif;Canal;Rice;West;22103;205;Compost
Clay;469;2885;144;182;60;68;112;3738;4598;5907;Maize;Sowing;Kharif;Drip;Rice;Central;20916;422;Compost
Silt;613;1435;21;27;124;48;48;2293;4108;114035;Cotton;Sowing;Rabi;Rainfed;Wheat;East;29726;433;Compost
Clay;732;3348;121;283;113;89;45;2078;3324;90382;Wheat;Vegetative;Kharif;Canal;Sugarcane;North;26911;504;NPK
Loamy;541;476;24;221;43;64;15;3788;5513;64526;Maize;Vegetative;Kharif;Sprinkler;Cotton;West;14602;259;Urea
Silt;768;2801;119;111;55;84;57;1159;6054;200525;Cotton;Vegetative;Rabi;Canal;Sugarcane;East;27643;128;Urea
Loamy;702;2177;142;152;99;87;17;3252;8397;38422;Tomato;Flowering;Rabi;Canal;Tomato;West;696;171;MOP
Sandy;685;5657;71;188;157;73;79;1533;3015;187656;Rice;Flowering;Zaid;Sprinkler;Cotton;North;11839;149;SSP
Clay;591;5108;51;25;40;12;64;2397;5435;251759;Cotton;Sowing;Zaid;Sprinkler;Wheat;South;28263;655;Urea
Silt;643;4191;49;201;46;17;103;3861;5516;12133;Potato;Flowering;Zaid;Sprinkler;Tomato;Central;18273;194;Urea
Loamy;689;1684;84;116;74;88;70;2743;8319;157109;Potato;Flowering;Kharif;Sprinkler;Wheat;Central;12591;625;SSP
Clay;639;1725;42;131;104;82;92;257;4176;6036;Wheat;Flowering;Kharif;Drip;Maize;North;9663;175;Zinc Sulphate
Clay;729;1516;107;25;152;25;103;1185;3397;221715;Potato;Sowing;Rabi;Rainfed;Potato;Central;15215;447;DAP
Sandy;623;4081;68;278;136;35;98;1832;529;274449;Potato;Vegetative;Rabi;Canal;Cotton;West;28188;302;DAP
Sandy;531;1578;62;36;78;41;19;1009;6674;225173;Tomato;Sowing;Rabi;Rainfed;Sugarcane;East;28292;556;MOP
Clay;536;5213;8;178;93;17;57;3625;8149;54438;Rice;Flowering;Rabi;Drip;Tomato;East;20475;202;DAP
Clay;452;5965;91;263;53;69;75;2935;4614;116729;Tomato;Sowing;Kharif;Canal;Potato;East;7227;512;Urea
Silt;57;2832;38;132;71;83;119;1354;4508;68496;Maize;Sowing;Kharif;Drip;Potato;West;15711;50;Compost
Clay;75;3268;112;242;153;21;116;209;4956;185042;Tomato;Vegetative;Kharif;Drip;Cotton;West;18956;382;DAP
Silt;768;4558;135;243;78;85;33;3434;3709;222301;Rice;Vegetative;Kharif;Sprinkler;Rice;South;23515;438;MOP
Clay;531;5686;56;27;76;68;37;1421;8863;293088;Cotton;Vegetative;Kharif;Canal;Potato;Central;27813;203;MOP
Sandy;834;547;43;13;139;68;43;1691;6244;160817;Wheat;Harvest;Kharif;Drip;Potato;East;29901;667;Zinc Sulphate
Silt;651;1288;119;21;56;83;66;2624;4633;198437;Cotton;Flowering;Zaid;Canal;Wheat;North;15282;523;Urea
Loamy;817;1845;44;132;51;43;76;1435;517;49841;Cotton;Sowing;Zaid;Drip;Potato;West;27098;184;Urea
Sandy;733;4773;25;168;39;39;35;2148;8196;63471;Sugarcane;Flowering;Zaid;Drip;Rice;North;25686;742;Urea
Silt;739;4444;101;182;145;53;72;3946;7042;84875;Wheat;Vegetative;Kharif;Canal;Rice;West;19585;536;NPK
Silt;484;1666;51;54;100;47;31;2632;6319;35212;Potato;Flowering;Zaid;Rainfed;Potato;North;19216;221;MOP
Loamy;538;351;42;129;128;34;105;3105;7349;134289;Rice;Sowing;Kharif;Sprinkler;Potato;Central;29538;257;DAP
Silt;454;4904;148;18;71;33;116;299;7535;286333;Sugarcane;Flowering;Zaid;Drip;Rice;East;14397;243;DAP
Clay;736;2094;58;53;107;70;45;1635;4165;202817;Potato;Sowing;Kharif;Rainfed;Cotton;Central;15923;258;SSP
Loamy;588;5356;137;159;104;18;87;3538;3952;142089;Tomato;Harvest;Rabi;Drip;Wheat;North;17563;247;DAP
Sandy;765;1265;43;176;98;57;46;1366;880;158286;Potato;Flowering;Rabi;Rainfed;Sugarcane;West;22917;622;NPK
Sandy;586;4911;126;52;158;61;12;3765;4114;61055;Rice;Flowering;Kharif;Sprinkler;Sugarcane;West;18101;514;MOP
Clay;778;4079;85;229;120;79;101;1648;5789;47087;Rice;Vegetative;Rabi;Rainfed;Tomato;North;20006;263;NPK
Sandy;502;2576;3;118;79;73;99;3864;8897;92528;Maize;Flowering;Rabi;Sprinkler;Wheat;West;1457;752;Compost
Silt;519;4605;115;277;139;45;113;3394;5503;105819;Maize;Harvest;Zaid;Canal;Rice;West;6574;108;Compost
Silt;586;4912;136;122;145;29;83;1513;6089;54397;Wheat;Sowing;Rabi;Rainfed;Cotton;East;20203;58;DAP
Clay;613;5669;41;53;31;59;73;1481;779;213594;Potato;Flowering;Zaid;Drip;Tomato;East;20498;48;Urea
Sandy;589;2839;114;23;121;21;117;1254;5042;278489;Wheat;Sowing;Rabi;Rainfed;Sugarcane;Central;1269;472;DAP
Sandy;755;443;78;175;131;16;99;1742;5586;68828;Cotton;Sowing;Zaid;Drip;Wheat;South;20475;486;DAP
Clay;489;4013;118;122;59;49;113;2977;4993;254676;Wheat;Harvest;Rabi;Canal;Cotton;West;20448;441;Urea
Loamy;59;3626;113;113;38;51;32;2561;4724;103531;Potato;Flowering;Zaid;Sprinkler;Potato;South;14006;763;Urea
Sandy;785;5452;23;54;106;76;80;284;5831;189931;Wheat;Sowing;Zaid;Canal;Tomato;West;2326;533;Zinc Sulphate
Loamy;477;1016;43;109;119;59;107;1093;7475;44836;Tomato;Flowering;Zaid;Drip;Wheat;South;19734;422;Compost
Sandy;827;2411;81;19;99;50;67;124;8204;87004;Potato;Flowering;Rabi;Canal;Tomato;East;7542;702;Zinc Sulphate
Sandy;845;3691;141;156;26;33;21;3076;5821;64262;Maize;Sowing;Rabi;Drip;Tomato;North;16746;723;Urea
Sandy;485;1891;64;27;96;78;95;3544;4926;65158;Sugarcane;Flowering;Zaid;Rainfed;Tomato;Central;26954;642;Compost
Sandy;567;5539;102;241;74;22;61;2078;847;28137;Maize;Harvest;Rabi;Rainfed;Wheat;Central;24124;502;DAP
Silt;599;4238;22;18;110;43;20;1499;5016;121876;Wheat;Harvest;Rabi;Drip;Sugarcane;East;8534;13;MOP
Loamy;761;3389;112;266;158;12;18;1925;765;74904;Tomato;Vegetative;Rabi;Rainfed;Cotton;Central;2881;737;DAP
Loamy;688;5074;98;141;85;82;14;2236;7492;67962;Potato;Vegetative;Kharif;Canal;Sugarcane;East;11275;672;MOP
Sandy;708;3254;113;65;86;12;79;289;3299;20842;Cotton;Harvest;Rabi;Sprinkler;Potato;North;13666;753;DAP
Sandy;753;3793;138;228;117;33;80;2228;4066;221177;Tomato;Sowing;Zaid;Drip;Maize;Central;10143;194;DAP
Loamy;497;1014;39;104;133;83;119;3691;6437;294332;Cotton;Vegetative;Rabi;Rainfed;Potato;West;23225;773;Compost
Silt;783;2829;54;83;32;44;27;2204;8206;195302;Cotton;Harvest;Zaid;Sprinkler;Wheat;Central;18963;776;Urea
Clay;732;1694;149;57;40;29;88;1544;6564;148466;Maize;Sowing;Zaid;Sprinkler;Maize;South;19295;417;Urea
Clay;681;4448;4;151;154;53;74;1745;7456;82761;Cotton;Vegetative;Zaid;Sprinkler;Tomato;Central;22305;152;NPK
Loamy;806;3395;114;37;103;85;88;2395;7406;31014;Wheat;Harvest;Rabi;Rainfed;Wheat;South;19717;535;Zinc Sulphate
Sandy;73;2509;114;238;131;57;63;3347;5966;26662;Maize;Sowing;Zaid;Canal;Tomato;West;13515;538;NPK
Sandy;531;3339;109;146;145;52;18;3608;6365;240879;Potato;Flowering;Rabi;Drip;Potato;South;28122;471;MOP
Silt;622;2048;5;14;97;85;80;1556;3428;242927;Wheat;Vegetative;Zaid;Canal;Rice;West;19427;33;NPK
Clay;648;5625;48;11;105;77;117;101;8566;110175;Sugarcane;Flowering;Zaid;Rainfed;Rice;North;23239;15;Urea
Silt;472;127;107;247;124;81;69;3608;7046;120126;Wheat;Sowing;Rabi;Rainfed;Maize;Central;8851;494;Compost
Clay;832;5327;44;153;95;80;18;1685;3927;239421;Sugarcane;Vegetative;Zaid;Drip;Maize;South;1404;32;MOP
Loamy;501;3557;106;138;132;64;53;3465;4464;212518;Sugarcane;Flowering;Zaid;Drip;Rice;North;24388;17;Compost
Clay;729;4095;84;231;50;35;20;2652;3028;20189;Tomato;Sowing;Zaid;Rainfed;Tomato;North;13431;233;Urea
Silt;652;2513;7;28;123;40;12;2212;4584;175314;Rice;Vegetative;Rabi;Drip;Sugarcane;South;23146;653;MOP
Silt;46;5833;59;116;87;63;86;144;490;123142;Rice;Flowering;Rabi;Sprinkler;Maize;Central;17281;665;Compost
Silt;82;2409;143;177;46;65;14;3016;7099;227553;Wheat;Flowering;Zaid;Drip;Sugarcane;East;24951;637;Urea
Loamy;791;3944;86;144;156;65;41;3454;586;121054;Sugarcane;Sowing;Kharif;Sprinkler;Rice;North;2351;153;Zinc Sulphate
Clay;66;5967;93;63;112;62;31;2383;8057;225717;Maize;Sowing;Rabi;Canal;Tomato;North;11319;177;MOP
Clay;542;5405;143;97;35;81;63;2339;3521;73319;Maize;Flowering;Kharif;Sprinkler;Potato;South;8748;263;Urea
Silt;499;3682;105;97;130;70;62;3266;7242;185328;Cotton;Flowering;Rabi;Sprinkler;Rice;West;14217;786;Compost
Clay;595;5952;145;298;132;43;71;250;8249;12005;Cotton;Flowering;Rabi;Rainfed;Rice;West;11571;292;Zinc Sulphate
Sandy;552;4507;34;105;32;55;59;3357;5528;252002;Tomato;Harvest;Rabi;Sprinkler;Cotton;East;13842;754;Urea
Sandy;653;2044;13;7;79;89;116;1162;4732;165234;Tomato;Sowing;Zaid;Drip;Tomato;East;669;561;MOP
Sandy;837;3028;64;249;98;83;35;3573;5673;194724;Maize;Harvest;Kharif;Rainfed;Maize;Central;16347;119;MOP
Clay;68;2672;125;132;156;59;76;1786;7733;43312;Rice;Flowering;Rabi;Sprinkler;Potato;East;21688;441;MOP
Loamy;806;272;131;139;139;78;63;1508;8514;158667;Sugarcane;Flowering;Kharif;Sprinkler;Rice;West;13697;685;Zinc Sulphate
Loamy;71;4802;55;169;144;20;50;1097;3394;238605;Wheat;Sowing;Rabi;Rainfed;Rice;West;22092;144;DAP
Loamy;64;3921;73;183;127;84;17;3502;6171;260796;Maize;Flowering;Zaid;Drip;Cotton;Central;21713;527;MOP
Loamy;792;119;114;181;51;27;33;118;6838;221928;Maize;Sowing;Kharif;Drip;Potato;South;6833;324;Urea
Sandy;639;5387;33;2;74;40;113;3863;3105;137201;Rice;Harvest;Rabi;Drip;Rice;North;25365;24;DAP
Sandy;797;2484;118;247;45;71;22;2695;4087;92093;Cotton;Sowing;Zaid;Canal;Rice;South;7727;47;Urea
Silt;567;5985;34;67;128;32;84;3096;3375;128962;Sugarcane;Sowing;Rabi;Drip;Tomato;Central;17666;657;DAP
Clay;502;5771;139;95;147;62;111;3176;4742;177248;Wheat;Flowering;Zaid;Sprinkler;Sugarcane;South;2725;645;Compost
Clay;792;5703;56;6;101;71;118;1878;4232;21624;Tomato;Flowering;Kharif;Sprinkler;Wheat;West;27905;222;Zinc Sulphate
Loamy;685;5056;95;232;55;83;69;3419;5921;275362;Tomato;Flowering;Rabi;Canal;Wheat;Central;14984;344;Urea
Sandy;806;2103;35;179;116;26;116;3839;6932;116241;Rice;Flowering;Zaid;Canal;Rice;Central;5001;344;DAP
Loamy;825;3663;55;229;103;50;23;211;8053;243106;Potato;Vegetative;Zaid;Drip;Wheat;East;19248;677;MOP
Silt;471;2122;73;199;150;17;55;3506;4826;169653;Cotton;Vegetative;Rabi;Drip;Maize;South;29911;447;DAP
Clay;65;2298;83;4;78;40;14;3316;3302;205413;Wheat;Vegetative;Kharif;Drip;Wheat;West;21739;363;MOP
Clay;60;4055;2;97;25;58;22;2769;3023;232659;Tomato;Harvest;Rabi;Rainfed;Maize;North;10246;664;Urea
Loamy;70;1204;136;157;61;66;33;2103;8067;100615;Wheat;Flowering;Rabi;Sprinkler;Sugarcane;West;18477;724;MOP
Silt;767;5847;21;98;76;57;25;2246;8269;189703;Rice;Vegetative;Kharif;Rainfed;Cotton;North;18958;327;MOP
Clay;562;5593;121;7;92;62;38;1923;3606;230461;Wheat;Vegetative;Rabi;Rainfed;Sugarcane;East;23908;79;MOP
Silt;673;2904;81;262;65;71;28;2279;3061;235859;Cotton;Harvest;Kharif;Sprinkler;Wheat;South;26183;475;MOP
Silt;733;3577;88;227;131;59;90;3969;7802;136481;Maize;Vegetative;Rabi;Canal;Cotton;West;26128;143;NPK
Loamy;504;3331;47;11;107;64;69;209;6844;223984;Cotton;Vegetative;Zaid;Drip;Potato;North;26545;356;Compost
Sandy;776;5411;99;232;75;18;71;2997;6337;104532;Rice;Flowering;Kharif;Canal;Potato;East;27343;481;DAP
Loamy;692;4443;9;192;142;41;104;1959;6199;54795;Wheat;Flowering;Zaid;Rainfed;Sugarcane;West;14315;679;DAP
Sandy;83;2391;41;11;45;66;57;240;7643;51618;Maize;Vegetative;Zaid;Rainfed;Maize;North;14475;596;Urea
Silt;586;3234;51;12;69;14;102;1251;476;161597;Tomato;Harvest;Zaid;Sprinkler;Potato;South;16579;24;DAP
Sandy;493;3145;29;94;149;74;41;329;5335;127313;Sugarcane;Flowering;Kharif;Canal;Tomato;North;22719;397;Compost
Silt;653;5797;29;73;125;59;55;2983;3467;85086;Cotton;Sowing;Kharif;Sprinkler;Wheat;West;5566;169;NPK
Clay;484;1877;22;83;127;72;90;2042;6397;12953;Potato;Flowering;Rabi;Sprinkler;Tomato;West;14963;714;Compost
Clay;838;1448;49;283;26;67;80;2575;8765;135316;Sugarcane;Vegetative;Rabi;Drip;Maize;Central;7057;103;Urea
Clay;465;5403;108;151;99;66;111;3617;4703;17500;Potato;Flowering;Rabi;Drip;Wheat;North;21363;282;Compost
Loamy;751;5483;61;256;68;18;78;1133;8575;36218;Rice;Vegetative;Rabi;Rainfed;Sugarcane;West;12593;634;DAP
Loamy;66;5359;65;72;65;35;97;3791;7375;274246;Rice;Flowering;Zaid;Sprinkler;Rice;West;6609;115;DAP
Silt;597;3555;37;61;84;72;65;2412;4403;124216;Sugarcane;Flowering;Kharif;Canal;Sugarcane;East;7724;605;DAP
Clay;476;4299;95;268;21;75;42;3579;6977;192306;Potato;Sowing;Kharif;Canal;Potato;South;2741;558;Urea
Loamy;699;3817;64;154;98;43;32;3584;5197;105792;Maize;Vegetative;Kharif;Rainfed;Wheat;West;26249;412;MOP
Clay;684;1347;108;27;83;15;87;1176;3734;233269;Wheat;Vegetative;Zaid;Rainfed;Maize;West;23796;199;DAP
Loamy;562;3979;116;28;119;71;107;3345;3556;148435;Potato;Harvest;Kharif;Rainfed;Wheat;North;11973;317;NPK
Sandy;814;1068;96;276;79;84;70;3199;3103;110103;Sugarcane;Harvest;Zaid;Canal;Tomato;North;17445;239;Zinc Sulphate
Sandy;572;2625;56;13;108;50;13;113;7787;289866;Potato;Harvest;Rabi;Sprinkler;Maize;West;28539;104;MOP
Clay;63;5661;86;55;156;63;74;3822;8309;262258;Maize;Flowering;Kharif;Sprinkler;Cotton;Central;26788;357;NPK
Silt;668;252;53;208;34;45;11;2904;5895;70492;Wheat;Sowing;Rabi;Rainfed;Sugarcane;South;22426;732;Urea
Loamy;49;5699;137;241;25;11;102;1503;612;216179;Sugarcane;Vegetative;Kharif;Sprinkler;Tomato;North;2488;436;Urea
Loamy;823;2251;12;24;64;36;67;1369;715;231209;Sugarcane;Vegetative;Rabi;Rainfed;Wheat;West;5529;52;DAP
Sandy;60;2573;84;296;95;27;82;2686;7205;29676;Rice;Flowering;Kharif;Rainfed;Rice;West;2321;759;DAP
Sandy;482;4142;146;212;125;86;37;1177;4945;28907;Rice;Vegetative;Zaid;Drip;Wheat;East;17008;416;MOP
Silt;605;4808;91;103;85;20;42;1493;3955;85232;Cotton;Sowing;Rabi;Drip;Potato;Central;9723;508;DAP
Silt;69;3507;63;54;148;87;32;3845;5583;274345;Potato;Flowering;Rabi;Canal;Rice;South;28966;165;MOP
Silt;655;5411;32;124;111;53;93;3234;7182;20314;Wheat;Harvest;Zaid;Canal;Rice;North;26754;194;Urea
Clay;728;1201;91;74;49;13;40;284;7825;163391;Wheat;Harvest;Zaid;Rainfed;Wheat;West;26064;509;Urea
Sandy;472;5611;132;153;29;86;57;1626;3535;240035;Wheat;Flowering;Rabi;Sprinkler;Wheat;West;15222;133;Urea
Clay;564;1982;133;237;128;52;55;1656;653;209008;Potato;Harvest;Zaid;Drip;Wheat;South;10557;125;Urea
Sandy;778;5421;99;201;48;48;54;2337;3325;227269;Maize;Flowering;Rabi;Drip;Wheat;North;21331;173;Urea
Sandy;482;3004;71;136;88;68;99;3262;7949;260214;Sugarcane;Vegetative;Rabi;Rainfed;Tomato;West;17492;263;Compost
Loamy;792;5164;105;44;155;34;104;1012;7001;151931;Cotton;Vegetative;Rabi;Drip;Wheat;West;21884;168;DAP
Sandy;487;4358;119;288;158;88;41;1133;718;139204;Wheat;Harvest;Rabi;Sprinkler;Sugarcane;South;15312;279;Compost
Sandy;784;188;74;88;55;64;60;361;757;271938;Potato;Vegetative;Zaid;Canal;Rice;South;28142;617;Urea
Clay;594;559;82;91;28;74;56;3442;5974;24340;Tomato;Harvest;Rabi;Rainfed;Potato;East;28965;391;Urea
Sandy;695;2228;108;197;154;34;70;3084;4793;25389;Cotton;Harvest;Zaid;Sprinkler;Sugarcane;Central;24853;565;DAP
Clay;511;2221;134;233;37;46;59;2499;7714;203069;Maize;Flowering;Kharif;Drip;Rice;East;12483;635;Urea
Silt;476;5071;123;295;156;84;44;1435;7664;273093;Rice;Sowing;Rabi;Drip;Tomato;Central;9051;33;Compost
Sandy;536;1529;23;291;153;89;24;1307;381;211403;Cotton;Sowing;Kharif;Sprinkler;Tomato;Central;15959;726;MOP
Sandy;501;211;36;275;64;63;88;3716;8417;174963;Tomato;Sowing;Zaid;Rainfed;Cotton;North;16045;703;Compost
Clay;575;3518;131;136;98;82;46;2148;4327;69249;Sugarcane;Flowering;Rabi;Drip;Sugarcane;East;25609;389;Urea
Silt;656;5152;128;58;106;37;118;3087;4839;286162;Maize;Vegetative;Zaid;Canal;Sugarcane;North;5525;678;DAP
Loamy;686;1737;71;179;140;61;65;2369;4295;195378;Tomato;Harvest;Zaid;Canal;Maize;South;7266;336;NPK
Silt;766;3738;96;15;149;73;68;3193;8794;48287;Maize;Vegetative;Rabi;Sprinkler;Rice;South;13456;606;NPK
Clay;712;4556;138;67;60;47;34;158;4797;27974;Cotton;Harvest;Rabi;Drip;Wheat;Central;8041;78;MOP
Silt;694;5303;139;11;33;53;29;2454;8828;164649;Wheat;Vegetative;Zaid;Sprinkler;Potato;West;14532;318;Urea
Clay;615;5678;122;62;46;71;57;2131;6828;64023;Maize;Sowing;Kharif;Rainfed;Potato;Central;10295;501;Urea
Clay;64;4923;47;148;100;77;95;1735;4059;83429;Potato;Vegetative;Zaid;Rainfed;Maize;Central;29559;352;NPK
Loamy;616;4264;115;124;92;47;29;2793;6323;290987;Rice;Harvest;Rabi;Sprinkler;Rice;North;17991;448;MOP
Sandy;787;3168;33;117;29;59;24;2611;8294;142257;Maize;Flowering;Kharif;Rainfed;Cotton;Central;20756;252;Urea
Clay;542;1561;136;251;112;70;71;2487;637;137509;Potato;Harvest;Zaid;Canal;Sugarcane;South;25517;40;Compost
Clay;452;4549;39;206;151;37;103;2773;3796;156127;Sugarcane;Sowing;Zaid;Sprinkler;Wheat;East;17803;551;DAP
Loamy;711;5964;106;282;104;79;23;1428;4722;216146;Rice;Harvest;Rabi;Canal;Sugarcane;Central;16217;341;MOP
Clay;531;4684;99;139;120;40;114;2112;4349;122206;Cotton;Harvest;Kharif;Drip;Potato;South;19671;302;Compost
Sandy;806;1084;121;89;21;66;30;1974;3755;137892;Wheat;Harvest;Rabi;Sprinkler;Wheat;Central;8871;332;Urea
Loamy;794;3481;92;46;108;19;59;3308;4964;228913;Rice;Flowering;Zaid;Sprinkler;Potato;West;25295;319;DAP
Sandy;481;4073;28;205;140;21;90;1107;6966;149135;Potato;Flowering;Zaid;Canal;Rice;South;20898;212;DAP
Sandy;493;4448;112;254;49;16;78;1846;5295;21980;Tomato;Harvest;Rabi;Rainfed;Potato;Central;28371;734;Urea
Loamy;648;4599;7;63;28;37;24;3755;5663;289421;Cotton;Sowing;Zaid;Drip;Maize;West;23727;769;Urea
Clay;694;3791;62;265;148;84;72;1901;4924;289507;Rice;Vegetative;Rabi;Canal;Maize;North;12244;285;NPK
Sandy;56;2117;149;163;75;29;52;1456;8967;145162;Wheat;Sowing;Kharif;Rainfed;Cotton;South;25556;532;DAP
Sandy;737;5711;97;52;75;74;36;3272;6517;85582;Potato;Sowing;Rabi;Canal;Tomato;West;7439;321;MOP
Sandy;688;4483;112;196;80;36;70;1144;8003;90345;Sugarcane;Sowing;Rabi;Sprinkler;Wheat;South;7924;506;DAP
Sandy;58;2184;88;161;64;25;63;2279;5648;249382;Potato;Sowing;Zaid;Rainfed;Sugarcane;South;27515;305;DAP
Loamy;46;2612;12;18;157;45;68;3566;4012;42322;Maize;Sowing;Zaid;Sprinkler;Sugarcane;North;8891;143;Compost
Loamy;75;561;118;126;68;79;117;3862;8081;31316;Maize;Sowing;Kharif;Rainfed;Potato;Central;7209;205;MOP
Silt;536;5437;105;238;109;19;48;1747;7581;210797;Wheat;Flowering;Kharif;Sprinkler;Cotton;North;29398;466;DAP
Silt;784;3026;15;171;119;53;93;1889;4979;274832;Wheat;Vegetative;Zaid;Drip;Wheat;South;15314;275;Zinc Sulphate
Sandy;618;1192;8;92;112;28;114;2702;6639;84625;Rice;Harvest;Kharif;Drip;Cotton;North;23635;439;DAP
Clay;681;1242;112;279;37;83;44;168;3561;35281;Maize;Vegetative;Rabi;Rainfed;Cotton;West;23696;737;Urea
Sandy;799;242;124;79;30;74;90;1452;3158;270681;Maize;Flowering;Kharif;Rainfed;Potato;Central;11996;129;Urea
Clay;795;4146;69;83;115;83;18;2278;7895;119165;Potato;Sowing;Zaid;Canal;Sugarcane;Central;7517;671;MOP
Sandy;599;3921;79;113;150;71;116;1217;8652;173922;Wheat;Vegetative;Kharif;Canal;Tomato;Central;8971;441;NPK
Silt;534;4169;146;269;123;42;119;3683;5064;254149;Potato;Vegetative;Zaid;Drip;Maize;South;15024;208;Compost
Silt;76;4586;24;157;156;46;69;2003;6585;90001;Potato;Harvest;Kharif;Canal;Maize;South;28922;263;Compost
Clay;623;1095;64;208;87;22;71;2009;7304;188342;Cotton;Harvest;Rabi;Drip;Potato;Central;14558;794;DAP
Sandy;527;1525;83;293;21;46;115;3374;7476;297623;Cotton;Flowering;Kharif;Sprinkler;Rice;North;27448;343;Urea
Clay;812;2797;2;237;138;28;77;2025;5886;227567;Sugarcane;Sowing;Zaid;Sprinkler;Rice;Central;2517;145;DAP
Silt;529;1774;137;6;108;75;25;3283;668;131255;Wheat;Vegetative;Kharif;Sprinkler;Tomato;South;18438;51;MOP
Sandy;46;1377;57;239;139;39;25;1544;6942;235045;Potato;Vegetative;Zaid;Sprinkler;Tomato;North;7774;235;DAP
Sandy;458;4205;54;227;41;41;102;2587;362;26096;Tomato;Harvest;Rabi;Sprinkler;Maize;East;23058;729;Urea
Clay;699;5077;127;77;140;42;117;3306;6871;80295;Potato;Vegetative;Zaid;Drip;Tomato;North;22343;348;NPK
Loamy;715;4763;56;104;93;49;105;235;6065;22851;Tomato;Vegetative;Zaid;Drip;Wheat;South;16579;533;NPK
Clay;574;5085;105;216;106;24;41;1215;5271;93426;Potato;Harvest;Zaid;Canal;Potato;North;16887;696;DAP
Silt;578;4329;127;79;23;79;111;3211;457;55312;Sugarcane;Harvest;Kharif;Sprinkler;Sugarcane;West;6105;789;Urea
Silt;586;4677;123;7;77;89;112;2482;6828;102125;Tomato;Sowing;Kharif;Drip;Cotton;South;14057;771;Zinc Sulphate
Silt;722;2359;122;214;137;47;113;1949;4001;67974;Potato;Sowing;Kharif;Drip;Rice;Central;15724;179;DAP
Silt;473;5965;32;265;45;17;47;3978;7865;137781;Wheat;Vegetative;Kharif;Sprinkler;Sugarcane;South;9379;336;Urea
Silt;822;1916;3;32;132;85;48;3628;4031;54871;Wheat;Flowering;Zaid;Sprinkler;Cotton;North;10042;55;Zinc Sulphate
Loamy;539;2072;6;139;123;48;71;1113;763;254557;Wheat;Sowing;Rabi;Sprinkler;Cotton;East;11717;187;Compost
Sandy;85;2445;25;186;148;69;72;2781;7905;238393;Maize;Vegetative;Rabi;Canal;Cotton;Central;17729;368;Zinc Sulphate
Clay;519;5877;85;206;117;69;114;2064;8638;105952;Potato;Sowing;Rabi;Canal;Rice;North;6846;765;Compost
Clay;759;5941;71;299;67;65;25;1112;578;16558;Potato;Harvest;Kharif;Drip;Tomato;North;17241;234;MOP
